"Papa ID","Device ID","Event Type","Date","Message ID","Payload","# of Hops"
"ASUPAPA2","ASUMAMA2","gps","2025-04-13T05:47:16.65+00:00","8DKF","Counter:1930 Temp:29.84 Hum:8.236 Press:96762.20 Gas:194676.81 Pred:1 Lat:33.42510 Lng:-111.9358 Alt:348.80","1"
"ASUPAPA2","ASUMAMA2","gps","2025-04-13T05:47:06.363+00:00","HIZA","Counter:1929 Temp:29.84 Hum:8.236 Press:96762.20 Gas:194787.91 Pred:0 Lat:33.42510 Lng:-111.9358 Alt:348.80","1"
"ASUPAPA2","ASUMAMA2","gps","2025-04-13T05:46:55.703+00:00","IZVL","Counter:1928 Temp:29.83 Hum:8.231 Press:96762.76 Gas:196469.69 Pred:0 Lat:33.42510 Lng:-111.9358 Alt:348.80","1"
"ASUPAPA2","ASUMAMA2","gps","2025-04-13T05:46:45.333+00:00","N2DO","Counter:1927 Temp:29.83 Hum:8.241 Press:96762.84 Gas:195457.14 Pred:1 Lat:33.42510 Lng:-111.9358 Alt:348.80","1"
"ASUPAPA2","ASUMAMA2","gps","2025-04-13T05:46:34.944+00:00","LTH4","Counter:1926 Temp:29.83 Hum:8.231 Press:96762.73 Gas:197492.77 Pred:0 Lat:33.42510 Lng:-111.9358 Alt:348.80","1"
"ASUPAPA2","ASUMAMA2","gps","2025-04-13T05:46:24.595+00:00","QM5Z","Counter:1925 Temp:29.83 Hum:8.222 Press:96763.20 Gas:197492.77 Pred:1 Lat:33.42510 Lng:-111.9358 Alt:348.80","1"
"ASUPAPA2","ASUMAMA2","gps","2025-04-13T05:46:14.376+00:00","5E9R","Counter:1924 Temp:29.83 Hum:8.207 Press:96763.65 Gas:197036.75 Pred:0 Lat:33.42510 Lng:-111.9358 Alt:348.80","1"
"ASUPAPA2","ASUMAMA2","gps","2025-04-13T05:46:03.837+00:00","41V1","Counter:1923 Temp:29.83 Hum:8.236 Press:96763.85 Gas:195905.88 Pred:0 Lat:33.42510 Lng:-111.9358 Alt:348.80","1"
"ASUPAPA2","ASUMAMA2","gps","2025-04-13T05:45:53.524+00:00","YJJ2","Counter:1922 Temp:29.83 Hum:8.245 Press:96763.77 Gas:197607.09 Pred:1 Lat:33.42510 Lng:-111.9358 Alt:348.80","1"
"ASUPAPA2","ASUMAMA2","gps","2025-04-13T05:45:42.957+00:00","JAYB","Counter:1921 Temp:29.84 Hum:8.241 Press:96764.22 Gas:196131.02 Pred:1 Lat:33.42510 Lng:-111.9358 Alt:348.80","1"
